_dataobs_,Race,Race_Label,Signs_Of_Mental_Illness,Body_Camera,Day,Month,Threat_Level,Region,REP_Armed_Category,REP_Flee,REP_Mental_Illness,F_Signs_Of_Mental_Illness,I_Signs_Of_Mental_Illness,_WARN_,_NODE_,P_Signs_Of_Mental_Illness0,P_Signs_Of_Mental_Illness1,Q_Signs_Of_Mental_Illness0,Q_Signs_Of_Mental_Illness1,V_Signs_Of_Mental_Illness0,V_Signs_Of_Mental_Illness1,R_Signs_Of_Mental_Illness0,R_Signs_Of_Mental_Illness1,U_Signs_Of_Mental_Illness
147,0,Hispanic,0,0,11,3,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
148,0,White,0,0,13,3,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
149,1,Black,0,0,2,4,Attack,Midwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
150,0,White,0,0,13,3,Attack,West,Sharp Weapon,Not fleeing,No,0,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,0.32231405,-0.32231405,0
151,1,Black,0,0,2,4,Other,Southwest,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
152,0,Hispanic,0,0,17,3,Other,West,Unarmed,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
153,0,White,0,0,18,3,Other,West,Sharp Weapon,Not fleeing,No,0,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,0.32231405,-0.32231405,0
154,1,Black,0,0,4,4,Attack,Midwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
155,1,Black,0,0,4,4,Other,Southeast,Unarmed,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
156,0,White,0,1,3,4,Other,Southeast,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
157,1,Black,0,1,4,4,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
158,0,White,0,0,5,4,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
159,0,White,0,0,19,3,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
160,0,White,0,0,11,3,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
161,0,White,0,0,21,3,Attack,Northeast,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
162,0,White,0,0,20,3,Attack,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
163,0,White,0,0,21,3,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
164,0,White,0,0,24,3,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
165,0,White,0,0,27,3,Attack,Northeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
166,1,Black,0,0,6,4,Attack,Southeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
167,0,White,0,0,7,4,Attack,Southwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
168,0,White,0,0,6,4,Attack,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
169,0,Hispanic,0,0,9,1,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
170,0,White,0,0,8,4,Attack,Southwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
171,1,Black,0,0,8,4,Attack,Southeast,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
172,0,Hispanic,0,0,8,4,Attack,West,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
173,0,White,0,0,9,4,Attack,Southeast,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
174,1,Black,0,0,9,4,Attack,Midwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
175,0,Hispanic,0,0,10,4,Attack,West,Sharp Weapon,Not fleeing,No,0,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,0.4,-0.4,0
176,0,Hispanic,0,0,31,1,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
177,0,White,0,0,24,1,Attack,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
178,0,White,0,0,29,1,Other,Southwest,Unarmed,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
179,0,White,0,0,9,4,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
180,0,White,0,0,28,1,Attack,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
181,0,White,0,0,28,1,Attack,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
182,1,Native,0,0,27,1,Other,Southwest,Undetermined,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
183,0,White,0,0,27,1,Attack,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
184,1,Black,0,0,27,1,Attack,Midwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
185,0,Hispanic,0,0,13,3,Other,West,Unarmed,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
186,0,Hispanic,0,0,26,1,Other,Southwest,Unarmed,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
187,1,Black,0,1,12,4,Attack,Midwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
188,0,Hispanic,0,0,13,4,Attack,Midwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
189,1,Black,0,0,14,4,Other,Southwest,Undetermined,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
190,1,Black,0,0,15,4,Other,Southeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
191,1,Black,0,0,15,4,Attack,Southeast,Sharp Weapon,Not fleeing,No,0,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,0.4,-0.4,0
192,1,Black,0,0,15,4,Other,Southwest,Unarmed,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
193,0,White,0,1,15,4,Attack,Midwest,Toy Weapon,Car,No,0,0,,27,0.893333333,0.106666667,0.893333333,0.106666667,0.724137931,0.275862069,0.106666667,-0.106666667,0
194,0,White,0,0,23,2,Other,Midwest,Unarmed,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
195,0,Hispanic,0,0,16,4,Other,West,Sharp Weapon,Not fleeing,No,0,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,0.4,-0.4,0
196,0,White,0,0,10,4,Attack,Midwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
197,0,White,0,0,18,4,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
198,1,Black,0,0,17,4,Attack,Midwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
199,0,Hispanic,0,0,17,4,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
200,0,White,0,0,19,4,Attack,Midwest,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
201,1,Black,0,0,22,4,Other,Southeast,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
202,0,Hispanic,0,0,22,4,Other,Southwest,Sharp Weapon,Not fleeing,No,0,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,0.4,-0.4,0
203,1,Black,0,0,22,4,Attack,Southwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
204,1,Asian,0,0,22,4,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
205,0,Hispanic,0,0,20,4,Other,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
206,0,White,0,0,23,4,Attack,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
207,0,White,0,0,24,4,Attack,West,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
208,0,White,0,0,24,4,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
209,0,White,0,0,24,4,Attack,Southwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
210,0,White,0,0,26,4,Attack,Southwest,Unarmed,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
211,1,Black,0,0,27,4,Other,Midwest,Blunt Weapon,Not fleeing,No,0,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,0.4,-0.4,0
212,0,White,0,0,26,4,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
213,0,White,0,0,26,4,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
214,0,Hispanic,0,0,23,4,Other,West,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
215,1,Black,0,1,24,4,Attack,West,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
216,0,White,0,0,28,4,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
217,0,White,0,0,29,4,Other,Southwest,Sharp Weapon,Foot,No,0,0,,27,0.893333333,0.106666667,0.893333333,0.106666667,0.724137931,0.275862069,0.106666667,-0.106666667,0
218,1,Black,0,1,28,4,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
219,0,Hispanic,0,0,29,4,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
220,1,Black,0,0,29,4,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
221,0,Hispanic,0,0,30,4,Other,Southwest,Other Weapon,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
222,0,White,0,1,2,5,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
223,1,Black,0,0,3,5,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
224,0,Other,0,0,3,5,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
225,1,Black,0,1,5,5,Attack,West,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
226,1,Asian,0,0,5,5,Attack,West,Sharp Weapon,Not fleeing,No,0,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,0.32231405,-0.32231405,0
227,0,White,0,0,6,5,Attack,Southeast,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
228,0,White,0,0,7,5,Other,Northeast,Sharp Weapon,Car,No,0,0,,27,0.893333333,0.106666667,0.893333333,0.106666667,0.724137931,0.275862069,0.106666667,-0.106666667,0
229,1,Black,0,0,7,5,Attack,West,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
230,1,Black,0,0,11,5,Attack,Southwest,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
231,0,White,0,0,8,5,Attack,Southwest,Sharp Weapon,Not fleeing,No,0,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,0.32231405,-0.32231405,0
232,1,Black,0,0,12,5,Other,Southeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
233,0,Hispanic,0,0,3,5,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
234,0,White,0,0,3,5,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
235,0,Other,0,0,12,5,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
236,1,Black,0,0,8,5,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
237,0,White,0,0,10,5,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
238,1,Black,0,0,8,5,Attack,Midwest,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
239,1,Black,0,0,10,5,Other,Southeast,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
240,0,Hispanic,0,0,19,5,Attack,Southeast,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
241,0,White,0,0,17,5,Other,Southwest,Sharp Weapon,Not fleeing,No,0,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,0.32231405,-0.32231405,0
242,1,Black,0,0,16,5,Attack,Midwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
243,0,White,0,0,19,5,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
244,0,White,0,0,19,5,Attack,West,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
245,1,Black,0,0,20,5,Attack,Northeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
246,0,White,0,0,20,5,Other,Midwest,Sharp Weapon,Not fleeing,No,0,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,0.32231405,-0.32231405,0
247,1,Black,0,0,20,5,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
248,0,White,0,0,22,5,Attack,Northeast,Toy Weapon,Not fleeing,No,0,1,,32,0.305084746,0.694915254,0.305084746,0.694915254,0.428571429,0.571428571,0.694915254,-0.694915254,1
249,0,White,0,0,23,5,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
250,0,White,0,0,23,5,Attack,Southwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
251,1,Black,0,0,26,5,Attack,Northeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
252,0,White,0,0,26,5,Attack,Southeast,Undetermined,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
253,0,White,0,0,27,5,Attack,Northeast,Sharp Weapon,Not fleeing,No,0,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,0.32231405,-0.32231405,0
254,1,Black,0,0,21,5,Attack,Southeast,Sharp Weapon,Not fleeing,No,0,0,,41,0.793478261,0.206521739,0.793478261,0.206521739,0.742857143,0.257142857,0.206521739,-0.206521739,0
255,0,White,0,0,21,5,Attack,Southeast,Sharp Weapon,Not fleeing,No,0,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,0.32231405,-0.32231405,0
256,0,White,0,0,20,5,Other,West,Sharp Weapon,Car,No,0,0,,27,0.893333333,0.106666667,0.893333333,0.106666667,0.724137931,0.275862069,0.106666667,-0.106666667,0
257,1,Black,0,0,21,5,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
258,0,White,0,0,28,5,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
259,1,Black,0,0,20,5,Attack,Midwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
260,1,Black,0,0,28,5,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
261,0,Other,0,0,27,5,Other,West,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
262,1,Black,0,0,28,5,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
263,0,White,0,0,28,5,Attack,Midwest,Sharp Weapon,Not fleeing,No,0,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,0.32231405,-0.32231405,0
264,1,Black,0,0,29,5,Other,Northeast,Sharp Weapon,Not fleeing,No,0,0,,41,0.793478261,0.206521739,0.793478261,0.206521739,0.742857143,0.257142857,0.206521739,-0.206521739,0
265,0,White,0,0,29,5,Attack,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
266,0,White,0,0,29,5,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
267,0,White,0,0,30,5,Attack,Southwest,Unarmed,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
268,0,Hispanic,0,0,30,5,Attack,Southeast,Toy Weapon,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
269,0,White,0,1,31,5,Attack,Southwest,Toy Weapon,Not fleeing,No,0,1,,32,0.305084746,0.694915254,0.305084746,0.694915254,0.428571429,0.571428571,0.694915254,-0.694915254,1
270,1,Black,0,0,2,6,Other,Northeast,Sharp Weapon,Not fleeing,No,0,0,,41,0.793478261,0.206521739,0.793478261,0.206521739,0.742857143,0.257142857,0.206521739,-0.206521739,0
271,0,Hispanic,0,0,3,6,Other,Southwest,Sharp Weapon,Car,No,0,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,0.330434783,-0.330434783,0
272,0,Hispanic,0,0,3,6,Attack,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
273,0,Hispanic,0,0,3,6,Attack,Southwest,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
274,0,White,0,0,7,6,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
275,1,Black,0,1,6,6,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
276,0,White,0,0,6,6,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
277,0,Hispanic,0,0,6,6,Attack,West,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
278,0,Hispanic,0,0,5,6,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
279,0,White,0,0,5,6,Other,Southeast,Vehicle,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
280,0,Hispanic,0,0,6,6,Attack,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
281,0,White,0,0,9,6,Attack,Midwest,Unarmed,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
